iteration,# of objects,elapsed_time,cpu_percent,memory_available
875,880,0.019422054,2.5,18.6
880,885,0.019587994,2.1,19.2
885,890,0.01728797,1.7,19.3
890,895,0.019415855,1.7,19.2
895,900,0.019469023,1.6,19.1
900,905,0.020169258,6.2,19.6
905,910,0.019726038,1.9,19.8
910,915,0.019129038,5.4,19.5
915,920,0.020050049,4.6,19.7
920,925,0.015490055,3,19.7
925,930,0.01947999,3.5,19.5
930,935,0.019514084,1.8,20
935,940,0.020941973,7.8,19.7
940,945,0.019007921,8.6,20
945,950,0.019509792,7.8,20
950,955,0.019833088,2.6,20
955,960,0.016302824,2,20
960,965,0.019458055,1.9,19.9
965,970,0.01913619,10.7,17.5
970,975,0.015814781,31.9,17.1
975,980,0.016222954,38.8,17.6
980,985,0.016455889,11.2,19.4
985,990,0.018785954,5,19.1
990,995,0.02044487,4.1,19.7
995,1000,0.017243147,2.7,20
